danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,names,cluster
0.31,0.722,-5.348,0.0813,0.287,0.0,0.345,0.349,86.693,05WIYJYtnZHUmL1uuYmvY1,177528,Move On - Bonus,2
0.526,0.92,-3.866,0.0472,0.000124,0.0,0.371,0.615,109.86,58HpsDKeYoLtNhXFQyQmz5,238880,Move Along,1
0.708,0.875,-5.042,0.0384,0.132,1.36e-06,0.382,0.911,128.008,5X566s3ZAhw5I94xwqefqn,190693,Move It - Radio Edit,2
0.835,0.551,-6.097,0.279,0.141,0.0,0.177,0.353,96.014,7fOltLKSjw1dEjPlBcYzb0,164361,Move,0
0.819,0.814,-8.229,0.0395,0.000563,0.919,0.113,0.325,120.99,2xpeEb2moFy7dRinc7tUnz,335194,Famax,1
0.697,0.713,-5.273,0.115,0.0153,0.0,0.0857,0.667,99.964,1cgBWgoL6520lR2QZDzdGN,211949,MOVE,2
0.403,0.803,-5.363,0.0626,0.239,0.0,0.103,0.814,153.314,5xoUgPXbMNUmoHU0Enwtwq,169307,She Moves In Her Own Way,0
0.928,0.814,-6.95,0.362,0.0567,0.0,0.142,0.43,140.031,1SxCCqF4ZNQ7vE4mKbyaEa,173174,Move Look,2
0.752,0.652,-6.121,0.058,0.258,0.237,0.0826,0.348,119.045,2YNLzBRGyCAzHEGPO3J2Sb,140367,Moving,0
0.68,0.979,-4.954,0.0426,0.000535,0.836,0.0928,0.667,133.002,5737WgoRTAhf7n03PgBrzq,193636,Moving on Stereo - Radio Edit,2
0.664,0.88,-5.009,0.0326,0.465,1.63e-05,0.0591,0.895,133.898,16GUMo6u3D2qo9a19AkYct,210760,Movin' Out (Anthony's Song),2
0.221,0.0332,-35.442,0.0405,0.992,0.919,0.13,0.2,171.036,6G8LanLXd3GVoae2jwx4bE,172181,Moving on,2
0.252,0.886,-4.678,0.0714,2.93e-05,5.33e-06,0.256,0.498,161.939,7GvkOFkNsM6Exnkyqeajqm,210560,Moving to New York,2
0.899,0.857,-6.128,0.037,0.0499,0.0299,0.112,0.961,125.072,6vGW3d8X48CBaLdU0PQbey,215533,Moving on Up,2
0.66,0.725,-5.904,0.0626,0.249,0.169,0.0651,0.491,134.178,1BnMtgQ03N8XSaqY64s8IV,124655,Moving (feat. Omah Lay) - Sped Up,0
0.755,0.646,-6.228,0.0545,0.298,0.473,0.0991,0.39,104.036,20VmieTl0jlSlSv26DUW0S,160613,Moving (feat. Omah Lay) - Slowed Down,0
0.54,0.998,-4.583,0.158,0.00111,0.213,0.197,0.0677,165.037,4Qa02EOFcapI6SGwRbeDtF,400857,Moving Body,3
0.137,0.0111,-35.079,0.0396,0.942,0.877,0.101,0.0343,80.954,5wUcZKUVpLr1mA9cn542BI,156600,Moving Forward,0
0.72,0.734,-4.515,0.0316,0.0856,0.0,0.303,0.37,115.999,0Z4DAkZzXkupqCtT7BGU5F,298053,Moving Mountains,1
0.446,0.761,-4.141,0.0319,0.000558,0.0,0.182,0.334,134.971,44sLQYgTQgGD5vCaijG8s2,242593,Moving On,1
0.491,0.532,-8.164,0.0288,0.164,0.00919,0.0902,0.234,89.955,1VxWM2CocqxlRJoWSiKw8D,242261,Moving On,1
0.821,0.41,-5.587,0.045,0.0172,0.0,0.113,0.197,131.963,1mo6pWcIXljy3y1Kju5JWG,203800,Moving On,2
0.438,0.184,-19.114,0.034,0.901,0.946,0.103,0.27,99.362,2wExC8c09iNVaoVPuu99Ah,154250,Moving On,0
0.816,0.284,-16.737,0.0737,0.187,0.922,0.114,0.0798,107.011,2hM24Y2OY4vGuNTtxMrE7N,143551,Moving,0
0.32,0.0277,-30.426,0.0461,0.994,0.961,0.133,0.0392,125.044,1K6WyhhZOoFNttBF2dKmtB,152557,Moving,0
0.651,0.438,-10.105,0.0407,0.567,0.0,0.51,0.56,120.024,2dMGLT8ZuRYIsLCnHdrMYS,201269,Moving Slowly,2
0.844,0.506,-11.082,0.0453,0.0878,1.65e-05,0.0323,0.515,127.099,4FLFm76nwepkcxzqS8PzH4,238093,Moving Too Fast - Radio Edit,1
0.497,0.95,-2.087,0.0336,0.0699,0.000129,0.22,0.557,150.024,570np7INhblFuffFDsgPzi,180821,Keep on Moving,2
0.713,0.829,-4.297,0.204,0.00524,0.0,0.221,0.84,149.996,4UQajPk0EPvbwWTl0fYi4C,197518,Moving Along,2
0.322,0.144,-17.448,0.0384,0.94,0.918,0.0744,0.0471,142.881,3Hc7Su1AVaynKEkwSZopbN,350348,Howl's Moving Castle Theme,3
0.467,0.853,-6.661,0.0377,0.0072,0.000858,0.354,0.236,110.957,5lkCsbgamJJF2APdUVf27A,266800,Moving,1
0.718,0.543,-11.225,0.0372,0.0607,0.0988,0.0646,0.37,115.535,5xLfQuX5YAfog2JgPz0dpA,286107,Moving in Stereo,1
0.803,0.922,-6.487,0.0447,0.0136,0.777,0.146,0.796,126.021,42R4QvzLx9RjoZERFzgmA1,192381,Moving Up,2
0.714,0.976,-6.312,0.0491,0.000117,0.836,0.178,0.807,133.019,5nx6pfUiqydPfHmIfs4RXW,360987,Moving on Stereo,3
0.669,0.918,-3.775,0.0383,0.228,0.000642,0.503,0.869,127.993,1DxriAujadXoThtMQ9JTuH,181253,Moving Too Fast,2
0.0682,0.0135,-29.696,0.102,0.846,0.912,0.115,0.935,69.032,5gtLyKDzNumbBypDmG41YG,155315,Moving Along a Fresh Route,0
0.645,0.96,-6.497,0.0399,0.0773,0.00641,0.594,0.637,127.999,6KpGyJIyA75C0XyAkIcpZn,193132,Moving [edit],2
0.582,0.913,-6.517,0.0386,0.0287,0.666,0.331,0.715,105.012,1VyxVzr6VF7HDcO5oG5agN,283007,Moving On,1
0.733,0.952,-5.226,0.095,0.0108,0.0913,0.0958,0.642,125.96,5fuMwp29NvRokSFVn7HatV,161359,Moving To The Beat,0
0.536,0.383,-10.582,0.039,0.883,0.0,0.0732,0.177,81.121,3QFCL0dqEzXFIWlqWiVDJU,265813,Moving On,1
0.733,0.569,-7.476,0.0419,0.394,0.0,0.105,0.847,147.021,71eT7jfJ6iNhTIxzBuqwkA,169796,Moving On - with Stellar,0
0.549,0.949,-4.363,0.0405,0.0449,0.0135,0.378,0.381,150.07,0HfYJwRYczaCanQ3Tdiqt0,160800,Movin',0
0.239,0.287,-12.565,0.0388,0.876,0.644,0.122,0.185,71.608,39uLYYZytVUwcjgeYLI409,311107,Merry-Go-Round of Life - from 'Howl's Moving Castle',1
0.788,0.906,-5.863,0.0382,0.0222,0.00283,0.0822,0.811,128.004,5SFCEkybGYmmzKqewtDEaN,154216,Body Moving,0
0.724,0.841,-5.206,0.27,0.0179,0.00168,0.154,0.572,184.872,4OH93uTQJMhe4XO5d6BBEI,145946,Movin,0
0.669,0.848,-6.591,0.0543,0.000845,0.411,0.227,0.84,159.994,2yg0lVdvgwmYytQiKxw9FI,223766,Movin',2
0.699,0.773,-6.312,0.0323,0.0448,0.0282,0.262,0.366,136.034,5vqaxhBBQmMSOdbx1VuQNI,150000,Moving On,0
0.622,0.728,-5.884,0.163,0.00541,0.743,0.093,0.221,79.764,2CfGbG0u33YtZypwpCixXt,63500,Moving Up,0
0.628,0.901,-7.131,0.0386,0.0534,0.000204,0.328,0.485,128.021,58n3mEClNdZfalBMsbYurC,156323,Moving On,0
0.499,0.34,-13.513,0.0305,0.432,0.000682,0.246,0.198,126.73,1PtXEYrahu8Vg2rhpJBoqt,181960,Moving,2
0.822,0.423,-4.846,0.0453,0.00806,0.0,0.108,0.208,131.949,3Hmf4dfRIwFaOLLTyDRu3T,203800,Moving On,2
0.834,0.341,-10.733,0.286,0.853,0.838,0.158,0.482,82.09,20E0W4WPSElB9zewWC12pq,146707,Movin' On,0
0.82,0.701,-6.927,0.0598,0.00848,0.0052,0.062,0.311,127.995,1rTBuBSEMuG2rsl5BPwP1M,206250,Moving All Around (Jumpin') (feat. Kim English) - John Summit Remix,2
0.519,0.789,-5.435,0.0473,0.000849,0.0,0.227,0.756,149.99,41aZ4UnmiyfQhPGtlWBah6,182413,Moving In The Dark,2
0.672,0.938,-4.206,0.113,0.122,0.0,0.334,0.753,104.998,3KShimq1JJos7COd3biPfR,169717,Moving Like That,0
0.723,0.823,-5.854,0.0456,0.185,0.000371,0.494,0.379,124.013,6SqXRwGPPnjXsshy6vRvTY,195968,Moving On - Alle Farben Remix,2
0.704,0.61,-9.618,0.0354,0.789,0.857,0.105,0.207,105.006,7mMJkYNqlsInDqhaaEUMG8,182875,Moving Forward,2
0.568,0.0583,-23.684,0.0424,0.984,0.962,0.109,0.153,77.006,01sYBPYt7X51JjwafOgjQT,138451,Moving Forward,0
0.647,0.8,-5.384,0.165,0.0647,0.0,0.334,0.942,160.078,0cqRj7pUJDkTCEsJkx8snD,219200,Shake It Off,2
0.963,0.643,-5.785,0.117,0.0507,4.94e-05,0.157,0.534,107.005,0fGh0trRN1xz3s41r7V5ce,274440,Shake That,1
0.632,0.805,-5.707,0.069,0.0112,2.51e-05,0.156,0.903,160.052,3pv7Q5v2dpdefwdWIvE7yH,219209,Shake It Off (Taylor's Version),2
0.853,0.869,-4.16,0.0666,0.189,2.02e-05,0.0498,0.961,131.005,1agLiWjSBYSTsKZLudOunC,208980,Shake Body,2
0.519,0.798,-4.204,0.0377,0.00864,0.0,0.107,0.212,107.509,71iSmEeF0qRVyULABxP75P,277600,Shake It Out,1
0.616,0.956,-3.837,0.0832,0.00221,3.09e-06,0.486,0.796,150.027,7dhUxOWBEHpwk0kr9nEDOW,179947,Shake It,2
0.821,0.709,-7.084,0.0793,0.0459,6.69e-05,0.334,0.485,109.989,0VGAT55tq7LHLfxtePPfpp,179801,Shake That,2
0.788,0.788,-5.232,0.207,0.0501,0.000373,0.0944,0.397,87.993,1vkpe29DP5EvAxYnWVq5C1,197000,Shake Dat Ass (Twerk Song),2
0.957,0.614,-6.015,0.084,0.0522,0.000185,0.138,0.565,106.995,1NOgYyLQJpQ9Ntyn5GnRjr,274107,Shake That - Radio Edit,1
0.636,0.729,-4.495,0.055,0.0458,0.0,0.384,0.141,146.009,1yeB8MUNeLo9Ek1UEpsyz6,319192,Rich Baby Daddy (feat. Sexyy Red & SZA),1
0.803,0.685,-9.619,0.281,0.0332,0.0025,0.148,0.802,74.974,6DQnMgtWRjdRIQ2PKNXecE,111429,SHAKE THAT ASS (TECHNO),0
0.948,0.699,-5.231,0.135,0.0816,1.96e-06,0.126,0.592,107.0,5rPi5SEHJrzaDqGwaYkoeN,247907,Shake That Ass,1
0.654,0.647,-8.869,0.0256,0.384,0.00126,0.0682,0.58,116.92,0a1SoGdF8U1PNHtfKRAx91,288600,Shake the Disease,1
0.589,0.922,-4.437,0.0504,0.00204,0.00616,0.405,0.603,149.931,1yOlG6kABtuIAHatyf04cw,182973,Shake It - Radio Mix,2
0.733,0.684,-4.748,0.177,0.142,0.0,0.178,0.437,142.038,7rSnKi58HPIVC0FVyh04Q1,165640,Shake The Room (feat. Quavo),0
0.806,0.883,-5.041,0.35,0.231,0.0,0.169,0.701,141.021,1QSVrSVmTGrcPaShtkojwd,206015,SHAKE IT,2
0.445,0.969,-3.37,0.338,0.00981,0.0,0.851,0.225,143.887,5MMdVLYCGZThaqM0ybpPyd,155028,SHAKE THAT SHIT!,0
0.647,0.854,-12.218,0.0318,0.0539,0.0688,0.118,0.96,112.134,4gcxYHlffrCstGw7EPWB88,186773,Shake Your Booty,2
0.715,0.733,-7.068,0.262,0.134,0.0,0.157,0.897,87.665,4TJduXYW1Pg96EDNnfiwxJ,295173,Shake Ya Tailfeather - Radio Edit,1
0.55,0.864,-7.945,0.133,0.884,0.0,0.372,0.595,115.474,2DbDjRH8CAzU8JaVtMOPS9,219933,"Jump in the Line (Shake, Senora)",2
0.739,0.907,-5.546,0.246,0.106,1.92e-06,0.0742,0.827,160.084,0l204bJ3SkIgVavJXEhogp,120560,Shake It Off,0
0.632,0.805,-5.707,0.069,0.0112,2.51e-05,0.156,0.903,160.052,50yNTF0Od55qnHLxYsA5Pw,219209,Shake It Off (Taylor's Version),2
0.648,0.785,-5.414,0.165,0.0561,0.0,0.148,0.943,160.02,1kKlhuQE0HXp1IwBRpaH2P,219200,Shake It Off,2
0.855,0.805,-5.651,0.191,0.764,0.00708,0.302,0.469,135.009,4EC028SvtlC25iHQSG2OIa,195556,Shakerando,2
0.447,0.341,-9.769,0.0457,0.806,2.05e-06,0.686,0.371,138.969,19MkwMrRjO7773zpuGss1o,175120,Shake the Frost (Live),2
0.637,0.963,-4.404,0.109,0.0231,0.135,0.9,0.852,128.013,3Kqte0rX0BY8Kv5345AQ8p,200000,"Shake Your Balla (1,2,3 Alarma) - Single Mix",2
0.624,0.87,-4.769,0.0307,0.0628,4.07e-06,0.119,0.56,137.846,32Zr1aZXT8hbWARie8B8O0,213400,Shake Away,2
0.741,0.824,-4.143,0.0352,0.614,0.0,0.158,0.725,100.216,6bK9BH9Ts8Gj5JFvnQkzak,211666,Get Busy,2
0.651,0.945,-7.922,0.0361,0.169,0.475,0.15,0.939,112.292,4mn7iv4DYJxPYbPy5R0nPE,185640,"(Shake, Shake, Shake) Shake Your Booty",2
0.675,0.98,-3.335,0.0688,0.00136,0.000635,0.194,0.627,74.991,1pBYucwgrnh8SwfA6jXwBD,132944,Shake Off Your Broken Heart,0
0.494,0.658,-5.84,0.0487,0.674,4.11e-05,0.0907,0.19,96.73,6Mcoqi1iK28djC2EClVwDj,229000,Stay,2
0.615,0.927,-3.94,0.135,0.105,0.938,0.0846,0.389,130.069,24Fvsa3e7tf6ladJsbpUlI,162923,Shake The Building,0
0.685,0.944,-5.19,0.341,0.134,0.0,0.361,0.543,128.015,1LomM3L6atrf79ZL7nHDp4,214827,Shake Senora (feat. T-Pain & Sean Paul),2
0.744,0.776,-5.366,0.257,0.226,0.0,0.163,0.925,87.667,71SmBQv9oyzbELEh5DbuOX,293547,Shake Ya Tailfeather (feat. Nelly & Murphy Lee),1
0.635,0.802,-11.783,0.307,0.00039,0.141,0.148,0.773,153.981,3iNcin3B9ukwd3B6DL5K6F,168577,Shake,0
0.914,0.608,-5.658,0.32,0.0626,0.0,0.0515,0.667,98.049,1jRzdY7oUBOhrylNtiMtBD,256973,Shake Ya Ass (feat. Pharrell Williams),1
0.533,0.832,-2.351,0.0523,0.00315,0.0,0.329,0.593,81.502,4JO33juAFhCNkTk9aFCUlG,232880,Shake Up Christmas,2
0.805,0.792,-5.795,0.347,0.124,0.0,0.123,0.852,137.982,7nFJSfGvvV0WjatTZN6QYi,203256,Bamba (feat. Aitch & BIA),2
0.513,0.76,-5.342,0.0553,0.197,0.0,0.192,0.818,167.811,5G2SlSxPB4TUU3je9HGJzx,247733,Shake Up Christmas - Tahoe Version,1
0.727,0.809,-6.11,0.0326,0.0278,0.0,0.179,0.79,127.997,3SKLeANDIsvrFnkw7v9uKH,180347,Shake It Up,2
0.285,0.723,-6.251,0.0383,3.66e-05,0.879,0.132,0.379,138.015,13mFHw8vgUBOD5nAtS4uSa,228613,Shake That Bagpipe,2
0.917,0.869,-3.946,0.15,0.071,0.0,0.0623,0.501,104.95,1gVZRO8RdxbaUuxKNRcFsd,201143,Shake Ya Boom Boom,2
0.782,0.58,-6.548,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,20I6sIOMTCkB6w7ryavxtO,193400,Call Me Maybe,2
0.945,0.701,-3.749,0.158,0.0872,3.32e-06,0.147,0.617,107.036,4CKYscH2FY8iXrHehW9SHk,179560,Shake That (Remix),2
0.458,0.831,-2.187,0.0654,0.0031,0.0,0.337,0.572,81.531,1NghHeg0wE32eBYrQBVQXL,232213,Shake Up Christmas,2
0.487,0.501,-6.124,0.0316,0.654,0.000807,0.097,0.067,116.141,28CbxqvoML43nJMU68VPx1,245800,Hello - Turn Your Radio On,1
0.445,0.969,-3.37,0.338,0.00981,0.0,0.851,0.225,143.887,0zPlzJewGJ8iIxia2bEWDN,155028,SHAKE THAT SHIT!,0
0.679,0.483,-8.072,0.203,0.0306,2.25e-05,0.21,0.268,143.115,5n2V631qeQri7jI6Kvbm4j,177902,Shake Yo Dreads,2
0.92,0.938,-2.485,0.0869,0.0706,2.83e-06,0.33,0.818,149.98,0VFrmr10zgJ34gnfMoV8uY,189888,Shake It,2
0.76,0.703,-5.412,0.054,0.103,0.0,0.0913,0.57,95.997,1u8c2t2Cy7UBoG4ArRcF5g,231827,Blank Space,2
0.374,0.568,-3.825,0.109,0.219,0.00219,0.513,0.111,84.733,3DK6m7It6Pw857FcQftMds,547733,Runaway,3
0.506,0.959,-5.264,0.102,0.084,0.000655,0.135,0.34,133.996,0boS4e6uXwp3zAvz1mLxZS,213267,Run Boy Run,2
0.629,0.545,-13.123,0.0546,0.719,0.00308,0.0604,0.194,108.376,1PtQJZVZIdWIYdARpZRDFO,298933,Running Up That Hill (A Deal With God),1
0.422,0.302,-9.214,0.0372,0.629,7.83e-05,0.104,0.123,114.089,1v1oIWf2Xgh54kIWuKsDf6,248827,Runaway,1
0.819,0.626,-4.574,0.202,0.00748,0.101,0.167,0.415,143.01,5SWnsxjhdcEDc7LJjq9UHk,195906,Runnin,2
0.285,0.462,-6.166,0.0291,0.428,5.61e-06,0.122,0.0923,142.365,4hrAKlxfblnG7llBEEX7TR,314720,Run,1
0.632,0.924,-1.802,0.29,0.281,0.0,0.263,0.441,86.844,7LR85XLWw2yXqKBSI5brbG,267520,Run This Town,1
0.541,0.615,-10.595,0.0327,0.0161,1.48e-05,0.395,0.533,132.996,3jwQt00cvkN57H6ZR75W2K,140752,RUNRUNRUN,0
0.475,0.899,-4.321,0.0637,0.00375,1.91e-05,0.14,0.603,152.445,0X1sqQ652p1sceKM2nJlIJ,230667,Runaway,2
0.506,0.805,-4.119,0.0469,0.00711,0.00193,0.0856,0.383,126.008,46lFttIf5hnUZMGvjK0Wxo,227074,Runaway (U & I),2
0.543,0.857,-3.341,0.0945,0.502,0.0,0.119,0.321,129.918,51hyZpbJlIgZIaX3TtMxmu,143940,run for the hills,0
0.831,0.601,-7.49,0.0599,0.361,2e-05,0.0915,0.198,103.967,65NX0qTlnZTDYzTypKfOWD,147692,Run Run Run,0
0.682,0.72,-8.176,0.0382,0.321,0.0,0.205,0.649,116.988,6KL88T4Ma4ABXqzgUoEwkd,168260,Run,0
0.658,0.762,-3.028,0.0425,0.263,0.0,0.127,0.823,163.864,7hCNBVRhHzcsRAv0TQnOzq,148448,Runaway Baby,0
0.636,0.884,-4.743,0.0584,0.0142,0.0,0.253,0.446,109.16,6xtQ23d8GEXgcxyUKPtwc5,183973,Runaway,2
0.249,0.943,-5.188,0.0669,0.0286,0.00401,0.162,0.458,173.671,4Zc7TCHzuNwL0AFBlyLdyr,233507,Run to the Hills - 2015 Remaster,1
0.846,0.482,-6.721,0.129,0.0246,0.0,0.393,0.212,100.969,7xYnUQigPoIDAMPVK79NEq,229867,Run It! (feat. Juelz Santana),2
0.319,0.846,-6.109,0.0796,0.0103,4.11e-05,0.475,0.0784,139.163,5yZvaUVyuXfSVUaMumFi6l,213019,Runnin' (Lose It All),2
0.47,0.947,-4.122,0.0929,0.000141,0.29,0.127,0.394,162.052,71fSn6OIF7HnCbgCzOBqpj,222240,Runnin' Wild,2
0.781,0.674,-7.98,0.386,0.157,5.34e-05,0.104,0.603,129.407,0ibidPxADU53vOmgwdxbke,155708,Run,0
0.561,0.811,-6.157,0.0265,0.00515,3.66e-05,0.287,0.635,126.59,2RWFncSWZEhSRRifqiDNVV,233270,Run To You,1
0.537,0.95,-6.313,0.09,0.0485,0.48,0.108,0.299,133.997,2ExX3amzlJ0OvDHslQwPdn,214173,Run Boy Run - Instrumental,2
0.88,0.575,-6.091,0.163,0.415,0.0,0.109,0.671,120.031,1dg3qy5DjoJodawfOCgrTP,232048,Run It Up (feat. Offset & Moneybagg Yo),2
0.59,0.568,-8.332,0.0252,0.459,0.0562,0.106,0.722,153.115,27NXBLDyTBkOXNpy1kpLKi,162084,Runner,0
0.751,0.714,-4.571,0.117,0.201,9.41e-05,0.0982,0.138,86.988,50HCj9kEXIonBwRLXFWCr8,339440,Runaway,3
0.682,0.72,-8.173,0.0381,0.326,0.0,0.148,0.673,117.003,2UbVnbE5FH6008mAm6Mmgw,169011,Run,0
0.852,0.874,-11.209,0.0427,0.0168,0.434,0.133,0.667,129.03,0CtkjgZpkgnW7U6WmHsakD,250627,It's Like That,1
0.399,0.591,-8.792,0.052,0.44,0.0616,0.446,0.175,79.892,1FBi1YWCAxlRmfuUbMINqO,192760,Runaway,2
0.45,0.357,-13.691,0.0338,0.268,0.519,0.0944,0.0838,179.935,0uYVJ8z5kgMayMNPJA6Cz9,297320,Running Up That Hill,1
0.695,0.536,-9.337,0.0495,0.0479,5.66e-05,0.148,0.446,120.004,6SrriGAtHnL1OMROo7oQNH,133210,Running Up That Hill,0
0.393,0.641,-6.02,0.0299,0.00047,4.6e-05,0.168,0.196,74.493,6kesIBNAY17BoAz28pnWMC,354547,Run,3
0.549,0.601,-6.129,0.0852,0.258,0.0,0.168,0.296,145.552,1l0wPhFZP1kWkZNQrrYrGy,253532,RUNNING,1
0.616,0.714,-7.02,0.0385,0.00481,0.0,0.133,0.53,117.422,3Ib3SJV8ZXuLvDiDb2w1As,266067,Runaway Train,1
0.629,0.691,-5.512,0.0513,0.0258,0.0,0.0615,0.766,163.065,07fbDnkKdZGk1gLvknxrns,143265,RUNAWAY,0
0.732,0.899,-4.237,0.143,0.00496,4.64e-05,0.372,0.759,127.091,1uXbwHHfgsXcUKfSZw5ZJ0,236093,Run the World (Girls),1
0.635,0.906,-3.013,0.0947,0.034,0.0,0.223,0.546,159.829,4tIAHpF340zdoCCIBFcyit,196685,Runners,2
0.752,0.498,-11.937,0.0412,0.333,0.000134,0.351,0.505,109.993,7HjU833ZEDExWGm6XkNbXI,272733,Runaway,1
0.518,0.0963,-19.047,0.0389,0.944,0.906,0.0859,0.0955,80.542,1quMeJNiHyRJmSLCjWb1uT,167287,Runaway - Piano Version,0
0.531,0.568,-5.53,0.0571,0.253,7.7e-05,0.26,0.438,164.127,6r6n5OmXkdsOxN2iCj5UE0,194760,Running With The Wolves,2
0.686,0.621,-7.243,0.187,0.0656,0.000221,0.139,0.187,112.082,1tm7c4V0kqLiN0XPVnoUcT,205766,Runnin' Thru the 7th with My Woadies,2
0.681,0.932,-5.975,0.0458,0.0831,0.000752,0.213,0.619,131.971,4bczCp8ojdY0R4EpCaqkfQ,167500,Run,0
0.364,0.607,-9.791,0.125,0.451,0.0,0.251,0.598,79.987,1DndHckdH9m5rp6gYP086b,171600,Runaround Sue,2
0.638,0.756,-5.916,0.0483,0.0157,0.176,0.0958,0.837,136.557,5VfgDw3oOzcNoszDwkLQhH,185106,Run Through The Jungle,2
0.541,0.931,-5.484,0.0416,0.00482,0.0127,0.0919,0.86,158.517,6DlPa2rrVK3BygXJ48WYo3,283833,RUNNING IN THE 90'S,1
0.724,0.818,-3.747,0.168,0.0201,0.0,0.0358,0.696,77.004,69xohKu8C1fsflYAiSNbwM,204940,Run BTS,2
0.66,0.931,-3.038,0.0766,0.0102,0.0,0.181,0.363,129.981,3E8cgWzXSWJthJiXBieSg4,177539,Run Away,2
0.521,0.682,-10.536,0.0601,0.279,0.00784,0.0911,0.263,107.937,1ghnDnQIKG9wXGFbd4wKrz,225507,Running Up That Hill (Stranger Things Theme) - Epic Orchestral Version,2
0.759,0.672,-10.484,0.0468,0.174,0.87,0.149,0.0885,124.007,32cwP8NCIBrDj0mTcqZfYv,191420,Run,2
0.605,0.764,-5.833,0.0395,0.00588,1.24e-06,0.109,0.487,117.293,3TW48DvQ7ChwY1Yy1tkMaP,266560,Runaway Train (2022 Remaster),1
0.714,0.682,-7.985,0.386,0.149,5.68e-05,0.0998,0.606,126.152,2QQRBb6xl8AJPvEsFkizXk,155710,Run,0
0.723,0.534,-6.238,0.0891,0.0747,0.0,0.0919,0.551,91.974,72TFWvU3wUYdUuxejTTIzt,219320,Work,2
0.433,0.388,-7.687,0.0998,0.776,0.0,0.112,0.262,177.234,35PKfoynRpVFoAUE3D5Kc6,229716,Work Song,2
0.803,0.585,-5.861,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,4tCtwWceOPWzenK2HAIJSb,214480,Work from Home (feat. Ty Dolla $ign),2
0.831,0.427,-6.903,0.106,0.0531,0.0,0.307,0.216,93.004,2wAJTrFhCnQyNSD3oUgTZO,235320,Work Out,1
0.906,0.752,-5.296,0.085,0.0136,0.0,0.0733,0.635,100.003,3VHD84tIdyxRTtRc167YSR,172382,WORK,2
0.699,0.804,-4.898,0.144,0.0631,0.0,0.414,0.492,140.014,7F5Mmc4DlX6x5tW3u5zxwt,223197,Work,2
0.884,0.677,-5.603,0.283,0.0778,0.0,0.0732,0.584,101.868,3jagJCUbdqhDSPuxP8cAqF,263227,Work It,1
0.629,0.824,-6.53,0.159,0.155,0.000628,0.0651,0.852,128.01,3KliPMvk1EvFZu9cvkj8p1,247960,Work Bitch,1
0.618,0.848,-4.329,0.0574,0.0028,0.000714,0.302,0.639,123.967,6PX5CRJFn24G3cypjNO6yw,150484,Work With My Love,0
0.691,0.921,-1.702,0.0533,0.173,0.0,0.331,0.8,130.072,5YPMEOJ58kfl56VHxTgwx3,201000,Play Hard (feat. Ne-Yo & Akon),2
0.756,0.672,-6.743,0.0522,0.464,3.37e-06,0.108,0.739,114.935,2uqYupMHANxnwgeiXTZXzd,171783,Austin (Boots Stop Workin'),2
0.782,0.832,-4.671,0.3,0.0347,0.0,0.0593,0.816,92.625,1EiLrPd8JMTcQUr1aLEUKi,177667,Work,2
0.623,0.296,-8.036,0.0311,0.522,0.211,0.0801,0.158,129.949,1knUACOt5yfNAYn7gnYQVt,224482,Work,2
0.787,0.666,-4.475,0.0485,0.0409,1.91e-05,0.296,0.485,140.008,5OOxMbmz5txzE78oZbGQhY,219027,"Work Hard, Play Hard",2
0.817,0.324,-7.729,0.0346,0.554,1.61e-05,0.0912,0.247,121.965,4OLpvmygTruvZfH1uyj6sS,300016,Workin On Me,1
0.841,0.733,-5.077,0.142,0.0246,0.0,0.174,0.284,130.009,7xVLFuuYdAvcTfcP3IG3dS,283693,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",1
0.435,0.923,-5.985,0.221,0.0301,4.26e-06,0.09,0.546,104.611,7lx9ahLiuVTK1ArFp9yAmL,201074,Ｗ●ＲＫ,2
0.421,0.831,-5.128,0.106,0.0283,0.0,0.464,0.488,134.184,76EeScTnI2sCjDY0SfEoSb,175907,Work This Body,2
0.846,0.737,-8.611,0.0643,0.319,0.494,0.0701,0.848,125.018,6WfL1pwMyFf3IvFWLnre4P,286080,Work It - Soulwax Remix,1
0.768,0.548,-10.356,0.0526,0.221,0.000365,0.133,0.547,140.035,1wBHj7rX2baNTRwNXat0vo,109670,Work From Home,0
0.778,0.939,-4.695,0.0977,0.00707,4.35e-05,0.0687,0.809,121.999,4k9EAtZdZrzPlBUsFncXCZ,183307,Work This Out,2
0.515,0.766,-12.768,0.0343,0.0249,0.00103,0.455,0.774,146.911,35k31HZI4z9PbBOioaI4dZ,221000,Working for the Weekend,2
0.779,0.621,-9.839,0.084,0.34,0.0103,0.0747,0.529,91.959,01D7nX5t321cgGgehXH0MU,197560,Work,2
0.723,0.534,-6.238,0.0891,0.0747,0.0,0.0919,0.551,91.974,5gZsEYaYvyi1sAVyuiXbDm,219320,Work,2
0.955,0.538,-7.734,0.302,0.0117,0.000462,0.11,0.141,106.017,0qtj507DWXEbfJpIxAMtB9,135861,Work,0
0.918,0.766,-4.465,0.071,0.0157,0.0,0.0684,0.686,100.0,5gbVjgDhcTX1V3QX4Okv95,202607,WORK Pt.4 - ATEEZ X G-Eazy,2
